Catalogue number,Parent image ID,Mars Express/HRSC DTM (best resolution),HRSC DTM resolution (m/px),HiRISE available ?,HiRISE image,HiRISE anaglyph,HiRISE DTM,GLF Head lon. (deg. East),GLF Head lon. (+/- 180),GLF Head lat. ,GLF Terminus lon. (deg. East),GLF Terminus lon. (+/- 180),GLF Terminus lat.,Mid-channel true right lon. (deg. East),Mid-channel true right lon. (+/- 180),Mid-channel true right lat.,Mid-channel true left lon. (deg. East),Mid-channel true left lon. (+/- 180),Mid-channel true left lat.,Centre lon. (deg. East),Centre Lon (-180 to 180),Centre .Lat,GLF length (km),GLF width (km),GLF area (km sq.),GLF orientation (deg.),Buffer min. elevation (m),Buffer max. elevation (m),Buffer MEAN elevation (m),Buffer STD. DEV. of elevation,Elongation
66,P16_007153_2225_XN_42N086W,H5304_0000_DA4,50,no,,,,274.166,-85.834,42.916,274.0496,-85.9504,42.9395,274.1069,-85.8931,42.9397,274.0981,-85.9019,42.9136,274.108,-85.8922,42.927,5.24019,1.59343,8.34987,285.45454,840,2217,1818.23,327.119,3.28862
67,P16_007153_2225_XN_42N086W,H5322_0000_DA4,75,no,,,,273.8254,-86.1746,43.3997,273.708,-86.292,43.4116,273.762,-86.238,43.4119,273.759,-86.241,43.3882,273.767,-86.2333,43.400,5.10434,1.41066,7.20048,277.98302,568,1743,909.785,277.151,3.6184
68,B07_012348_2174_XN_37N086W,H5322_0000_DA4,75,no,,,,273.7856,-86.2144,38.0824,273.6864,-86.3136,38.0408,273.7311,-86.2689,38.0647,273.7358,-86.2642,38.0526,273.736,-86.264,38.059,5.24508,0.74998,3.93369,241.99008,1410,2542,2151.21,296.047,6.99366
69,P16_007219_2178_XN_37N087W,H5340_0000_DA4,75,no,,,,272.8708,-87.1292,36.6891,272.9163,-87.0837,36.7271,272.9042,-87.0958,36.7,272.8916,-87.1084,36.7097,272.894,-87.10645,36.705,3.12207,0.83008,2.59158,43.81487,789,1408,1099.55,188.198,3.76114
70,P17_007786_2184_XI_38N089W,H5376_0000_DA4,75,yes,ESP_017148_2205,,,269.4893,-90.5107,40.3162,269.7285,-90.2715,40.2009,269.583,-90.417,40.1853,269.6387,-90.3613,40.3093,269.609,-90.3911,40.247,12.79708,7.76962,99.42848,122.20061,892,1365,1057.1,100.404,1.64707
71,P14_006639_2145_XN_34N090W,H5081_0000_DA4_(partial),75,no,,,,269.0156,-90.9844,34.917,269.0302,-90.9698,34.9567,269.0277,-90.9723,34.9342,269.0179,-90.9821,34.9376,269.023,-90.9771,34.936,2.45769,0.51707,1.2708,16.77294,1301,2485,1827.29,367.781,4.75308
72,P15_006784_2196_XN_39N090W,none,none,no,,,,269.3252,-90.6748,39.6677,269.2671,-90.7329,39.5857,269.291,-90.709,39.6384,269.3101,-90.6899,39.6258,269.296,-90.70385,39.632,5.53689,1.148,6.35637,208.64099,1109,2167,1602.21,300.903,4.82305
73,P15_006784_2196_XN_39N090W,H5376_0000_DA4,75,no,,,,269.2861,-90.7139,39.8211,269.6592,-90.3408,39.7732,269.4717,-90.5283,39.7127,269.4795,-90.5205,39.866,269.473,-90.52735,39.789,17.2262,9.09324,156.64205,99.36692,1220,2333,1853.12,331.271,1.8944
74,P03_002103_2189_XN_38N091W,H5081_0000_DA4,75,no,,,,267.9771,-92.0229,38.8967,267.8936,-92.1064,38.991,267.9585,-92.0415,38.9558,267.918,-92.082,38.9192,267.935,-92.06465,38.938,6.78653,2.86223,19.42462,325.47157,587,1263,1022.58,193.387,2.37107
75,P17_007641_2196_XN_39N091W,H5081_0000_DA4,75,no,,,,268.8438,-91.1562,39.7581,268.7222,-91.2778,39.7566,268.7832,-91.2168,39.7664,268.7822,-91.2178,39.7493,268.783,-91.217,39.758,5.54147,1.01456,5.62218,269.1196,691,1829,1446.07,310.41,5.46192
76,B01_009856_2194_XN_39N091W,H5081_0000_DA4,75,no,,,,268.3503,-91.6497,38.8257,268.4089,-91.5911,38.7945,268.3721,-91.6279,38.8042,268.3774,-91.6226,38.812,268.380,-91.6204,38.808,3.27794,0.52312,1.71477,124.32528,669,1643,1079.7,253.964,6.26607
77,B01_009856_2194_XN_39N091W,H5081_0000_DA4,75,no,,,,268.3298,-91.6702,38.7962,268.3665,-91.6335,38.771,268.3413,-91.6587,38.7847,268.3457,-91.6543,38.7898,268.348,-91.65185,38.787,2.25969,0.36428,0.82316,131.36416,640,1522,973.422,228.978,6.20317
78,B01_009856_2194_XN_39N091W,H5081_0000_DA4,75,no,,,,268.3003,-91.6997,38.7766,268.3145,-91.6855,38.7293,268.2822,-91.7178,38.7461,268.3047,-91.6953,38.7505,268.307,-91.6926,38.748,2.87935,1.07228,3.08747,166.81877,660,1607,944.066,192.855,2.68525
79,P14_006679_2186_XN_38N103W,none,none,yes,ESP_025614_2185,,,256.4161,-103.5839,38.3258,256.4235,-103.5765,38.3408,256.428,-103.572,38.3329,256.4132,-103.5868,38.3352,256.420,-103.5802,38.334,0.95332,0.70147,0.66873,21.15308,3219,4085,3927.44,124.433,1.35903
80,P17_007523_2127_XI_32N108W,none,none,no,,,,251.7314,-108.2686,33.3987,251.7375,-108.2625,33.413,251.7416,-108.2584,33.4039,251.728,-108.272,33.4082,251.734,-108.26555,33.406,0.89972,0.71957,0.64741,19.59913,2337,3237,3041.99,121.226,1.25036
81,P16_007233_2267_XN_46N111W,H5405_0000_DA4,50,no,,,,248.7932,-111.2068,44.9063,248.8179,-111.1821,44.9373,248.8215,-111.1785,44.9177,248.7861,-111.2139,44.9256,248.806,-111.19445,44.922,2.10966,1.55773,3.28627,29.42179,3569,4522,4139.02,217.638,1.35432
82,B05_011650_2226_XN_42N111W,none,none,no,,,,249.321,-110.679,41.6789,249.3315,-110.6685,41.6998,249.3392,-110.6608,41.69,249.3198,-110.6802,41.6929,249.326,-110.67375,41.691,1.32308,0.87568,1.1586,20.56096,5558,5967,5894.09,45.8229,1.51091
83,P08_004293_2150_XI_35N121W,H1316_0000_DA4,100,yes,"PSP_010345_2150 (note, uahirise.org says it's a tectonic graben)",,,239.0435,-120.9565,34.3485,239.0328,-120.9672,34.3672,239.0417,-120.9583,34.3606,239.032,-120.968,34.3567,239.038,-120.96185,34.359,1.22581,0.52792,0.64712,334.71877,1793,1945,1901.17,23.3332,2.32197
84,P15_006825_2179_XN_37N129W,none,none,no,,,,230.2446,-129.7554,36.9973,230.325,-129.675,37.0491,230.2925,-129.7075,37.0225,230.2808,-129.7192,37.0335,230.285,-129.7152,37.028,4.88897,0.85533,4.18168,51.07329,-161,973,556.618,251.265,5.71588
85,P15_006825_2179_XN_37N129W,none,none,no,,,,230.1189,-129.8811,37.6409,230.1392,-129.8608,37.7266,230.1387,-129.8613,37.6885,230.1213,-129.8787,37.6912,230.129,-129.87095,37.690,5.16804,0.83166,4.29805,10.61126,133,2274,1204.06,562.187,6.21412
86,P02_001656_2176_XI_37N130W,H0037_0000_DA4,50,yes,"PSP_002632_2175,PSP_001656_2175",PSP_002632_2175_PSP_001656_2175_RED_ANAGLYPH,,229.1309,-130.8691,37.1697,229.0322,-130.9678,37.4343,229.1152,-130.8848,37.2742,229.0537,-130.9463,37.2517,229.082,-130.91845,37.263,16.35902,3.19292,52.23313,343.50341,11,699,325.551,154.199,5.12352
87,P03_002144_2165_XI_36N130W,H0037_0000_DA4,50,no,,,,229.165,-130.835,35.8767,229.3657,-130.6343,35.7566,229.2773,-130.7227,35.8103,229.2886,-130.7114,35.8274,229.265,-130.73465,35.819,11.98841,1.14988,13.7852,126.36701,982,1443,1241.34,83.2788,10.42583
88,P04_002632_2173_XI_37N130W,H0037_0000_DA4,50,no,,,,229.2202,-130.7798,35.8582,229.3789,-130.6211,35.7547,229.3037,-130.6963,35.8015,229.3159,-130.6841,35.8216,229.300,-130.70045,35.812,9.78917,1.32785,12.99858,128.75848,369,1563,1016.34,283.044,7.37217
89,P04_002632_2173_XI_37N130W,H0037_0000_DA4,50,no,,,,228.8064,-131.1936,37.8687,228.8357,-131.1643,37.9348,228.8284,-131.1716,37.9002,228.8079,-131.1921,37.9068,228.821,-131.17895,37.904,4.15057,1.03548,4.29783,19.26917,-1363,-174,-817.542,332.677,4.00836
90,P04_002645_2268_XN_46N130W,H5380_0000_DA4,75,yes,PSP_005902_2265 (uahirise.org suggests it is a graben),,,229.7593,-130.2407,45.9451,229.7483,-130.2517,46.0032,229.7751,-130.2249,45.9802,229.7451,-130.2549,45.9707,229.754,-130.2462,45.975,3.47335,1.35799,4.71677,352.50802,-2148,-1710,-1876.02,137.282,2.55772
91,B05_011598_2163_XN_36N130W,H0037_0000_DA4,50,no,,,,229.3613,-130.6387,35.9946,229.4307,-130.5693,35.9334,229.3882,-130.6118,35.9546,229.3989,-130.6011,35.9671,229.396,-130.604,35.961,4.92369,0.90135,4.43798,137.43287,247,960,615.548,193.543,5.46256
92,B05_011598_2163_XN_36N130W,H0037_0000_DA4,50,no,,,,229.4312,-130.5688,36.001,229.4365,-130.5635,35.9514,229.429,-130.571,35.9729,229.4451,-130.5549,35.9702,229.434,-130.56615,35.972,2.95083,0.7887,2.32734,175.05617,159,1071,587.602,260.352,3.74136
93,P15_006891_2165_XN_36N131W,H0037_0000_DA4,50,no,,,,228.45,-131.55,37.6952,228.4094,-131.5906,37.7226,228.4342,-131.5658,37.7133,228.427,-131.573,37.7006,228.430,-131.5703,37.707,2.50238,0.825,2.06445,310.47845,-1133,193,-600.19,308.033,3.0332
94,P13_006245_2196_XN_39N133W,none,none,no,,,,226.1182,-133.8818,38.4053,226.1599,-133.8401,38.4695,226.1575,-133.8425,38.4275,226.1411,-133.8589,38.429,226.139,-133.86095,38.428,4.2694,0.76666,3.2732,26.95272,-1454,65,-681,456.321,5.5688
95,P13_006245_2196_XN_39N133W,none,none,no,,,,225.9507,-134.0493,38.4292,225.9392,-134.0608,38.4656,225.9514,-134.0486,38.4509,225.9312,-134.0688,38.4492,225.945,-134.05505,38.450,2.22254,0.94305,2.09597,346.10584,-1476,347,-407.266,519.736,2.35676
96,P13_006245_2196_XN_39N133W,none,none,no,,,,226.2651,-133.7349,37.9802,226.479,-133.521,38.0281,226.4307,-133.5693,37.9588,226.4287,-133.5713,37.9881,226.372,-133.62795,37.973,10.38555,1.73916,18.06217,74.06926,-196,528,356.272,97.4383,5.97157
97,P21_009251_2184_XN_38N134W,none,none,no,,,,226.1943,-133.8057,38.3902,226.2048,-133.7952,38.4639,226.2117,-133.7883,38.4236,226.187,-133.813,38.4265,226.200,-133.80045,38.425,4.39542,1.15974,5.09755,6.3652,-1416,315,-548.529,530.137,3.79001
98,P16_007168_2187_XN_38N136W,none,none,no,,,,224.6721,-135.3279,38.6821,224.668,-135.332,38.7173,224.6744,-135.3256,38.7012,224.6685,-135.3315,38.7012,224.670,-135.32995,38.701,2.09496,0.27291,0.57174,354.80721,-2025,-414,-906.171,415.68,7.67628
99,P16_007168_2187_XN_38N136W,none,none,no,,,,224.6439,-135.3561,38.6919,224.6494,-135.3506,38.7205,224.6462,-135.3538,38.7067,224.6388,-135.3612,38.7078,224.647,-135.35335,38.707,1.71414,0.34842,0.59725,8.53295,-2038,-365,-1179.17,505.625,4.91972
100,P16_007168_2187_XN_38N136W,none,none,no,,,,224.9302,-135.0698,38.6699,224.8733,-135.1267,38.7337,224.9192,-135.0808,38.721,224.9148,-135.0852,38.7039,224.902,-135.09825,38.712,4.60729,1.03377,4.76286,325.17952,-1355,-173,-672.273,300.693,4.45679
101,P17_007735_2186_XN_38N137W,H1210_0000_DA4,75,no,,,,222.0637,-137.9363,38.8538,222.0671,-137.9329,38.8821,222.0707,-137.9293,38.8678,222.0637,-137.9363,38.8688,222.065,-137.9346,38.868,1.6847,0.32843,0.55331,5.34291,-1462,-594,-981.885,268.786,5.12957
102,P20_009027_2190_XN_39N138W,H1210_0000_DA4,75,yes_(partial?),PSP_006232_2190,,,221.2056,-138.7944,39.0192,221.214,-138.786,39.0645,221.2122,-138.7878,39.0421,221.2047,-138.7953,39.0454,221.210,-138.7902,39.044,2.7127,0.39681,1.07643,8.19281,-1921,-919,-1476.65,237.093,6.83625
103,P20_009027_2190_XN_39N138W,H1210_0000_DA4,75,no,,,,221.2351,-138.7649,39.3875,221.2302,-138.7698,39.481,221.2507,-138.7493,39.4412,221.2148,-138.7852,39.4409,221.233,-138.76735,39.441,5.54641,1.64338,9.11488,357.6837,-2765,-1338,-2087.31,415.442,3.375
104,B01_010161_2195_39N138W,H1210_0000_DA4,75,no,,,,221.8416,-138.1584,38.8806,221.8872,-138.1128,38.9536,221.8682,-138.1318,38.9121,221.8577,-138.1423,38.9187,221.864,-138.1356,38.915,4.81077,0.62251,2.99473,25.90628,-1634,-574,-1024.82,292.333,7.72808
105,P12_005731_2197_XI_39N140W,H1232_0000_DA4,75,no,,,,220.1101,-139.8899,39.1978,220.1584,-139.8416,39.1655,220.1289,-139.8711,39.1748,220.1379,-139.8621,39.1873,220.134,-139.86575,39.181,2.9308,0.84847,2.4867,130.76984,-2914,-2179,-2611.01,157.647,3.45421
106,P16_007221_2138_XN_33N141W,none,none,no,,,,218.0845,-141.9155,35.7083,218.1013,-141.8987,35.7388,218.0977,-141.9023,35.7234,218.0894,-141.9106,35.7283,218.093,-141.9071,35.726,1.98029,0.49381,0.9779,24.08831,-3153,-1748,-2222.29,380.31,4.01021
107,P16_007221_2138_XN_33N141W,none,none,no,,,,218.0535,-141.9465,35.7232,218.0769,-141.9231,35.7915,218.0718,-141.9282,35.7593,218.0623,-141.9377,35.7644,218.065,-141.9348,35.762,4.20178,0.54785,2.30196,15.5304,-3201,-1756,-2373.27,370.152,7.66953
108,B03_010860_2131_XI_33N141W,none,none,no,,,,217.9458,-142.0542,34.0955,218.125,-141.875,34.0115,218.0693,-141.9307,34.0491,218.0811,-141.9189,34.0774,218.035,-141.9646,34.063,10.11082,1.77463,17.94295,119.44974,-767,-528,-604.628,50.3794,5.69743
109,B03_010860_2131_XI_33N141W,none,none,no,,,,217.8887,-142.1113,33.9129,217.8496,-142.1504,33.8577,217.854,-142.146,33.8938,217.8892,-142.1108,33.8733,217.869,-142.13085,33.884,3.79551,2.11573,8.03028,210.46757,-922,-497,-745.743,115.198,1.79395
110,P12_005863_2155_XI_35N142W,none,none,no,,,,217.6926,-142.3074,33.9419,217.7014,-142.2986,33.9575,217.7063,-142.2937,33.9487,217.6904,-142.3096,33.9549,217.697,-142.303,33.952,1.02086,0.86381,0.88182,25.07427,-1409,-1102,-1285.95,81.8849,1.18181
111,P18_008078_2117_XI_31N142W,none,none,no,,,,217.75,-142.25,33.9485,217.7046,-142.2954,33.9007,217.7231,-142.2769,33.9216,217.7402,-142.2598,33.9114,217.727,-142.2727,33.917,3.60728,1.03582,3.73651,218.25469,-1229,-695,-974.042,107.802,3.48252
112,P18_008078_2117_XI_31N142W,none,none,no,,,,217.667,-142.333,33.9055,217.6289,-142.3711,33.8479,217.6431,-142.3569,33.885,217.6685,-142.3315,33.8753,217.648,-142.35205,33.880,3.89497,1.37576,5.35855,208.78483,-1529,-800,-1261.33,134.666,2.83114
113,P18_008078_2117_XI_31N142W,none,none,no,,,,217.8599,-142.1401,33.8284,217.8242,-142.1758,33.7669,217.8286,-142.1714,33.8035,217.8584,-142.1416,33.7874,217.842,-142.15795,33.795,4.04715,1.75076,7.08559,205.76211,-1498,-673,-1093.35,165.292,2.31165
114,P17_007644_2187_XN_38N172W,none,none,yes,ESP_019063_2185,,,187.1973,-172.8027,38.262,187.2478,-172.7522,38.2586,187.2241,-172.7759,38.2515,187.2249,-172.7751,38.2695,187.223,-172.77745,38.261,2.35891,1.06753,2.51821,94.88515,-3711,-3378,-3585.66,62.4443,2.20968
115,B01_010004_2181_XN_38N172W,none,none,no,,,,187.9775,-172.0225,38.7254,187.8447,-172.1553,38.7898,187.917,-172.083,38.7747,187.9077,-172.0923,38.7498,187.911,-172.0889,38.762,7.22808,1.53717,11.1108,301.91804,-3544,-3102,-3370.46,98.8523,4.70219
116,P18_007921_2130_XN_33N175W,none,none,no,,,,184.0381,-175.9619,33.762,184.0801,-175.9199,33.8259,184.0776,-175.9224,33.7849,184.062,-175.938,33.7927,184.059,-175.9409,33.789,4.31563,0.89681,3.87028,28.63282,-3928,-3405,-3773.92,187.324,4.81221
117,P18_007921_2130_XN_33N175W,none,none,no,,,,184.0298,-175.9702,33.7503,183.9614,-176.0386,33.6262,183.9829,-176.0171,33.7088,183.999,-176.001,33.6829,183.996,-176.0044,33.696,8.09221,1.72829,13.98566,204.65562,-3906,-3135,-3520.73,174.927,4.68222
118,P18_007921_2130_XN_33N175W,none,none,no,,,,183.9722,-176.0278,33.8093,183.9917,-176.0083,33.8811,184.0034,-175.9966,33.8303,183.9829,-176.0171,33.844,183.982,-176.01805,33.837,4.36261,1.29537,5.65118,12.70581,-3923,-3098,-3537.54,249.582,3.36785
119,P21_009068_2141_XN_34N177W,H1258_0001_DA4_(partial),75,yes,PSP_009068_2135,,,182.896,-177.104,32.9343,182.9697,-177.0303,32.9148,182.9312,-177.0688,32.9138,182.9409,-177.0591,32.9382,182.933,-177.06715,32.926,3.84454,1.52461,5.86144,107.47553,-3794,-2940,-3369.41,211.863,2.52165
120,P21_009068_2141_XN_34N177W,H1258_0001_DA4,75,no,,,,182.6689,-177.3311,34.2171,182.7178,-177.2822,34.1756,182.6826,-177.3174,34.1892,182.6992,-177.3008,34.2078,182.693,-177.30665,34.199,3.43474,1.37027,4.70651,135.72317,-3886,-3785,-3851.2,35.1591,2.50662
121,P21_009068_2141_XN_34N177W,H1258_0001_DA4,75,no,,,,182.667,-177.333,34.216,182.623,-177.377,34.2883,182.6646,-177.3354,34.263,182.6416,-177.3584,34.2498,182.645,-177.355,34.256,4.79695,1.37175,6.58023,333.30864,-3958,-3203,-3677.76,151.206,3.49696
122,P21_009068_2141_XN_34N177W,H1258_0001_DA4,75,yes_(partial?),"ESP_026975_2140, ESP_027331_2140",ESP_026975_2140_ESP_027331_2140_RED_ANAGLYPH,,182.5742,-177.4258,33.7556,182.7119,-177.2881,33.9138,182.6807,-177.3193,33.7996,182.6045,-177.3955,33.8562,182.643,-177.35695,33.828,11.57084,5.03301,58.23611,35.82898,-3718,-2864,-3284.7,260.102,2.29899
123,P17_007526_2146_XN_34N189W,none,none,no,,,,170.4661,170.4661,33.4509,170.3752,170.3752,33.4151,170.4067,170.4067,33.4441,170.4172,170.4172,33.4226,170.421,170.42065,33.433,4.97181,1.37611,6.84174,244.76105,-3743,-2643,-3395.49,286.701,3.61295
124,P17_007671_2122_XN_32N190W,none,none,yes,ESP_024615_2120,,,170.6265,170.6265,31.3801,170.7104,170.7104,31.3513,170.665,170.665,31.3518,170.6729,170.6729,31.3718,170.668,170.66845,31.362,4.57643,1.25104,5.7253,111.87904,-3355,-2448,-2862.01,215.713,3.65809
125,P02_001843_2116_XN_31N192W,none,none,yes,"ESP_017455_2115, PSP_001843_2115",,,167.418,167.418,31.3894,167.7666,167.7666,31.325,167.5479,167.5479,31.3347,167.5557,167.5557,31.3865,167.592,167.5923,31.361,18.05226,3.09553,55.88139,102.11635,-2908,-1763,-2635.51,236.791,5.83171
126,P04_002621_2125_XN_32N192W,none,none,no,,,,167.1313,167.1313,31.3967,167.1384,167.1384,31.4216,167.1418,167.1418,31.4085,167.1304,167.1304,31.4113,167.135,167.13485,31.410,1.51893,0.60008,0.91149,13.67568,-2998,-2089,-2678.21,300.784,2.5312
127,P04_002621_2125_XN_32N192W,none,none,no,,,,167.1052,167.1052,31.3902,167.1014,167.1014,31.4237,167.1039,167.1039,31.4068,167.0933,167.0933,31.4059,167.103,167.1033,31.406,1.99488,0.53888,1.07499,354.47122,-3010,-1982,-2574.09,331.707,3.70191
128,P04_002621_2125_XN_32N192W,none,none,no,,,,167.3221,167.3221,31.5939,167.3549,167.3549,31.6315,167.3444,167.3444,31.6088,167.3347,167.3347,31.6154,167.339,167.3385,31.612,2.77628,0.62671,1.73991,36.59986,-2528,-1786,-2188.27,179.54,4.42996
129,P11_005522_2119_XN_31N193W,none,none,no,,,,167.0759,167.0759,31.3882,167.0771,167.0771,31.4146,167.0825,167.0825,31.4026,167.0691,167.0691,31.4036,167.077,167.0765,31.403,1.56594,0.68049,1.0656,2.22149,-3054,-1833,-2614.43,318.222,2.30121
130,P11_005522_2119_XN_31N193W,none,none,no,,,,166.9697,166.9697,31.7036,166.9399,166.9399,31.75,166.9624,166.9624,31.7295,166.9502,166.9502,31.7229,166.955,166.9548,31.726,3.13378,0.72892,2.28428,331.36146,-3447,-2463,-2983.44,254.371,4.29921
131,P11_005522_2119_XN_31N193W,none,none,no,,,,166.9968,166.9968,31.7083,166.9775,166.9775,31.761,166.9995,166.9995,31.74,166.9844,166.9844,31.7412,166.987,166.98715,31.741,3.27161,0.76446,2.50101,342.70478,-3444,-2406,-2863.11,241.854,4.27966
132,P11_005522_2119_XN_31N193W,none,none,no,,,,167.0234,167.0234,31.731,166.9795,166.9795,31.7644,167.009,167.009,31.7554,167.0017,167.0017,31.7415,167.001,167.00145,31.748,2.96901,0.9023,2.67894,311.83021,-3402,-2404,-2859.76,237.015,3.2905
133,P21_009240_2109_XN_30N193W,none,none,no,,,,166.6138,166.6138,31.4109,166.5623,166.5623,31.4348,166.5947,166.5947,31.4346,166.5884,166.5884,31.4192,166.588,166.58805,31.427,2.96509,0.96679,2.86663,298.55231,-3464,-2324,-3059.38,293.838,3.06692
134,P21_009240_2109_XN_30N193W,none,none,no,,,,166.5769,166.5769,31.3206,166.5308,166.5308,31.3616,166.5654,166.5654,31.3523,166.5547,166.5547,31.339,166.554,166.55385,31.346,3.36923,0.95645,3.22252,316.17141,-3436,-2331,-3119.82,224.927,3.52263
135,P17_007658_2175_XN_37N194W,H1412_0001_DA4,100,no,,,,164.9229,164.9229,39.8049,164.9448,164.9448,39.7761,164.9272,164.9272,39.7854,164.9404,164.9404,39.7942,164.934,164.93385,39.790,1.97705,0.79591,1.57355,149.69541,-2533,-1944,-2339.89,129.995,2.48401
136,P17_007658_2175_XN_37N194W,H1412_0001_DA4,100,no,,,,164.9912,164.9912,39.5974,164.9712,164.9712,39.5266,164.9731,164.9731,39.5589,164.9966,164.9966,39.553,164.981,164.9812,39.556,4.29477,1.12942,4.85058,192.29233,-2222,-947,-1636.1,342.818,3.80265
137,P17_007658_2175_XN_37N194W,H1412_0001_DA4,100,no,,,,164.6616,164.6616,39.6555,164.7007,164.7007,39.596,164.6719,164.6719,39.6189,164.7056,164.7056,39.6243,164.681,164.68115,39.622,3.95266,1.57152,6.21167,153.14132,-2622,-1671,-2164.51,204.155,2.51519
138,P17_007658_2175_XN_37N194W,H1412_0001_DA4,100,no,,,,164.9199,164.9199,39.6179,164.9185,164.9185,39.7322,164.9199,164.9199,39.6692,164.8765,164.8765,39.6707,164.919,164.9192,39.670,6.77502,1.98204,13.42838,359.46031,-2413,-1103,-1991.59,281.635,3.4182
139,P17_007658_2175_XN_37N194W,H1412_0001_DA4,100,no,,,,164.9575,164.9575,39.0584,164.9351,164.9351,39.1067,164.9624,164.9624,39.0867,164.9326,164.9326,39.0769,164.946,164.9463,39.082,3.04266,1.48904,4.53065,340.20846,-2174,-1084,-1640.21,300.136,2.04337
140,P19_008594_2203_XI_40N194W,H1412_0001_DA4,100,no,,,,165.5508,165.5508,39.7122,165.498,165.498,39.781,165.5518,165.5518,39.7571,165.5107,165.5107,39.742,165.524,165.5244,39.750,4.73487,2.07581,9.82867,329.47328,-2159,-1206,-1921.1,186.623,2.28098
141,P19_008594_2203_XI_40N194W,H1412_0001_DA4,100,no,,,,165.5664,165.5664,39.6565,165.4888,165.4888,39.5911,165.5176,165.5176,39.6248,165.5469,165.5469,39.6008,165.528,165.5276,39.613,5.25138,1.9528,10.25489,222.45,-1841,-741,-1254.05,223.216,2.68915
142,P14_006656_2169_XN_36N195W,H1412_0001_DA4,100,no,,,,164.7188,164.7188,35.1795,164.9639,164.9639,35.1306,164.8457,164.8457,35.1062,164.8613,164.8613,35.1863,164.841,164.84135,35.146,12.22608,4.80746,58.77643,103.64276,-3173,-2127,-2712.24,270.084,2.54315
143,P14_006656_2169_XN_36N195W,H1412_0001_DA4,100,yes,ESP_018866_2160,,,164.6475,164.6475,35.6912,164.8643,164.8643,35.616,164.75,164.75,35.5379,164.751,164.751,35.5701,164.756,164.7559,35.554,11.35292,1.90915,21.67441,113.05343,-2988,-1797,-2275.61,188.061,5.94659
144,P14_006656_2169_XN_36N195W,H1412_0001_DA4,100,no,,,,164.8174,164.8174,36.5667,165.021,165.021,36.4588,164.9063,164.9063,36.5066,164.9346,164.9346,36.5208,164.919,164.9192,36.514,11.61778,1.58929,18.46404,123.3395,-2814,-1315,-2419.89,360.186,7.31003
145,P14_006656_2169_XN_36N195W,H1412_0001_DA4,100,no,,,,164.5933,164.5933,36.9573,164.7578,164.7578,36.9763,164.6729,164.6729,36.8997,164.6753,164.6753,36.9592,164.676,164.67555,36.929,7.87119,3.52848,27.77332,81.72482,-2711,-2134,-2451.95,111.433,2.23076
146,P16_007368_2152_XN_35N195W,H1412_0001_DA4,100,no,,,,164.4014,164.4014,34.2068,164.5547,164.5547,34.0447,164.4385,164.4385,34.0965,164.5117,164.5117,34.1609,164.478,164.47805,34.129,12.20195,5.24105,63.95109,141.90069,-3032,-1913,-2753.86,250.504,2.32815
147,P16_007368_2152_XN_35N195W,H1423_0001_DA4,75,no,,,,164.2732,164.2732,34.812,164.2197,164.2197,34.7674,164.2498,164.2498,34.7927,164.2632,164.2632,34.7766,164.246,164.24645,34.785,3.71079,1.15591,4.28936,224.5862,-2488,-1204,-1806.15,249.576,3.21027
148,P16_007447_2291_XN_49N195W,H1412_0001_DA4,100,no,,,,164.915,164.915,49.2029,165.0527,165.0527,49.1404,164.9805,164.9805,49.1599,164.9937,164.9937,49.1795,164.984,164.98385,49.170,6.49589,1.26936,8.24559,124.7175,-3458,-1987,-2665.3,366.304,5.11747
149,P21_009095_2225_XN_42N195W,H1628_0000_DA4,100,no,,,,164.356,164.356,43.676,164.436,164.436,43.6126,164.3882,164.3882,43.6272,164.4043,164.4043,43.6477,164.396,164.396,43.637,5.08869,1.39762,7.11206,137.57292,-2394,-981,-1893.31,363.116,3.64097
150,B05_011785_2160_XN_36N195W,H1628_0000_DA4,100,no,,,,164.2278,164.2278,37.2962,164.2629,164.2629,37.376,164.2327,164.2327,37.344,164.2161,164.2161,37.3501,164.245,164.24535,37.347,5.01076,0.8617,4.31777,19.26515,-2257,-1127,-1539.98,277.168,5.81496
151,P12_005799_2188_XI_38N196W,H1423_0001_DA4,75,no,,,,163.9817,163.9817,38.1079,163.8857,163.8857,38.0918,163.929,163.929,38.1065,163.9326,163.9326,38.0945,163.934,163.9337,38.101,4.57827,0.73081,3.34583,257.99899,-1508,-435,-916.415,239.418,6.26466
152,P12_005799_2188_XI_38N196W,H1423_0001_DA4,75,no,,,,163.9272,163.9272,38.0293,163.8704,163.8704,38.0474,163.9058,163.9058,38.0476,163.8992,163.8992,38.0254,163.899,163.8988,38.037,2.86035,1.35142,3.86552,292.04573,-1787,-604,-1128.52,293.156,2.11656
153,P13_006155_2187_XN_38N196W,H1423_0001_DA4,75,no,,,,163.8369,163.8369,36.5564,163.9033,163.9033,36.4954,163.8799,163.8799,36.5266,163.8828,163.8828,36.5408,163.870,163.8701,36.534,4.80358,0.85291,4.09702,138.80323,-2407,-975,-1614.34,314.797,5.63199
154,P13_006155_2187_XN_38N196W,H1423_0001_DA4,75,no,,,,163.8599,163.8599,37.0886,163.7534,163.7534,37.0779,163.8091,163.8091,37.0969,163.8105,163.8105,37.0691,163.807,163.80665,37.083,5.07556,1.64907,8.36998,262.8541,-2098,-1131,-1781,301.796,3.07783
