HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM
7445926,2258834,7443746,2258425,7441567,2257880,7443696,2258040,7443533,2258751,4.578,0.731,3.346,258.0,151,163.9337,38.1010,H1423_0001_DA4,75,,,
7443451,2254175,7442161,2254632,7440872,2255248,7442180,2253944,7442479,2255260,2.860,1.351,3.866,292.0,152,163.8988,38.0370,H1423_0001_DA4,75,,,
7439351,2166870,7440858,2165542,7442366,2163254,7441435,2165945,7441303,2165103,4.804,0.853,4.097,138.8,153,163.8701,36.5340,H1423_0001_DA4,75,,,
7440395,2198416,7437977,2198084,7435559,2197781,7438152,2197260,7438088,2198908,5.076,1.649,8.370,262.9,154,163.8067,37.0830,H1423_0001_DA4,75,,,
7439828,2303729,7437727,2303711,7435627,2303622,7437811,2303190,7437834,2304245,4.270,1.055,4.506,268.6,155,163.8012,38.8650,H1423_0001_DA4,75,,,
7445095,2119521,7441857,2122983,7438620,2125917,7440127,2122443,7440990,2123516,9.374,1.409,13.207,313.1,156,163.8921,35.8160,H1423_0001_DA4,75,ESP_026013_2160,,
7433121,2015571,7433443,2016881,7433766,2018351,7433075,2017065,7433988,2016715,2.866,1.047,3.002,14.1,157,163.7068,34.0260,H1423_0001_DA4,75,,,
7440549,2198244,7438166,2198024,7435782,2197841,7438397,2197200,7438334,2198795,4.981,1.596,7.949,265.4,158,163.8108,37.0820,H1423_0001_DA4,75,,,
7450634,2119373,7449261,2125235,7447887,2129040,7445404,2124180,7452900,2126290,10.095,8.207,82.851,343.3,159,164.0552,35.8540,H1423_0001_DA4,75,,,
7400927,2153877,7399708,2155169,7398489,2156277,7399311,2154481,7400087,2155904,3.512,1.640,5.760,313.1,160,162.9639,36.3590,H1423_0001_DA4,75,,,
7362572,2154309,7363503,2157125,7364434,2158879,7362658,2157492,7363834,2156710,4.971,1.463,7.271,23.2,161,162.1665,36.3920,H1423_0001_DA4,75,PSP_009583_2165,,
7365410,2153728,7366452,2155050,7367494,2157000,7366672,2155352,7367517,2154801,3.938,1.045,4.115,33.8,162,162.2315,36.3570,H1423_0001_DA4,75,ESP_027213_2170,,
7361664,1984748,7363398,1982561,7365133,1981103,7363857,1982810,7363426,1982288,5.250,0.702,3.685,134.0,163,162.1642,33.4470,H1423_0001_DA4,75,,,
7404097,2157492,7405695,2159437,7407293,2161487,7405427,2160100,7406580,2158767,5.218,1.802,9.401,40.0,164,163.0957,36.4310,H1423_0001_DA4,75,,,
7402680,2157089,7402326,2160622,7401972,2164961,7400196,2161084,7402326,2160100,7.906,2.443,19.314,354.6,165,163.0215,36.4510,H1423_0001_DA4,75,,,
7403343,2642211,7403055,2643414,7402766,2645323,7402712,2643183,7403579,2643657,3.158,0.935,2.953,350.2,166,163.0376,44.5960,H1423_0001_DA4,75,,,
7403025,2641500,7402787,2640688,7402548,2639751,7403102,2640605,7402330,2640794,1.804,0.743,1.340,194.2,167,163.0317,44.5500,H1423_0001_DA4,75,,,
7349912,2754869,7350655,2756511,7351397,2758342,7349645,2756985,7351420,2756084,3.721,1.832,6.816,21.0,168,161.8836,46.5040,none,none,"ESP_018431_2270, ESP_019077_2270, PSP_007223_2270","ESP_018431_2270_ESP_019077_2270_RED_ANAGLYPH, ESP_018431_2270_PSP_007223_2270_RED_ANAGLYPH",
7349858,2754792,7349374,2752776,7348891,2751312,7349958,2752587,7348382,2752960,3.586,1.466,5.256,194.0,169,161.8554,46.4410,none,none,"ESP_018431_2270, ESP_019077_2270, PSP_007223_2270","ESP_018431_2270_ESP_019077_2270_RED_ANAGLYPH, ESP_018431_2270_PSP_007223_2270_RED_ANAGLYPH",
7344214,1965110,7344934,1969343,7345653,1972923,7344636,1969479,7346144,1969165,7.969,1.676,13.354,11.4,170,161.7576,33.2240,none,none,,,
7323817,2044675,7322021,2046281,7320225,2047769,7321910,2045890,7322373,2046672,4.949,0.927,4.590,308.7,171,161.2530,34.5220,none,none,,,
7345676,2145104,7336819,2147107,7327963,2147973,7336631,2145886,7336431,2148346,18.874,2.469,46.596,278.9,172,161.5789,36.2230,none,none,,,
7352950,2147593,7347109,2150723,7341267,2158103,7345544,2149911,7346144,2151589,16.169,1.792,28.974,310.6,173,161.8055,36.2840,none,none,,,
7291378,1628074,7290670,1630351,7289962,1633024,7290715,1630214,7291524,1630434,5.214,0.961,5.011,341.7,174,160.5625,27.5050,none,none,,,
7292899,1628276,7292815,1629936,7292731,1631862,7292268,1629971,7293363,1629894,3.591,1.269,4.559,356.9,175,160.6098,27.4980,none,none,,,
7311089,2105876,7310508,2108282,7309927,2110476,7309727,2108306,7310467,2108288,4.762,0.786,3.743,345.0,176,160.9994,35.5680,none,none,,,
7308837,2074715,7308106,2073370,7307375,2072457,7308474,2073156,7308043,2073559,2.747,0.613,1.683,214.7,177,160.9465,34.9790,none,none,,,
7309359,2078467,7308733,2079593,7308106,2080447,7308474,2079475,7308883,2079682,2.390,0.483,1.155,325.9,178,160.9603,35.0840,none,none,,,
7313659,2142010,7315258,2141180,7316856,2140706,7315480,2141547,7315389,2140824,3.614,0.729,2.636,111.1,179,161.1040,36.1230,none,none,,,
7309328,2119373,7308706,2118893,7308083,2118507,7308837,2118697,7308583,2119100,1.577,0.485,0.764,236.7,180,160.9597,35.7470,none,none,,,
7311657,2118187,7311192,2117292,7310726,2116290,7311421,2117120,7310921,2117434,2.138,0.616,1.316,207.5,181,161.0145,35.7200,none,none,,,
7293894,2468104,7293440,2466242,7292986,2464429,7294607,2465952,7292977,2466497,3.780,1.682,6.358,193.6,182,160.6235,41.6070,none,none,,,
7294094,2467973,7293397,2469265,7292700,2470623,7292908,2468744,7294130,2469769,2.978,1.572,4.681,332.8,183,160.6226,41.6580,none,none,,,
7289896,2088811,7291148,2090500,7292400,2092195,7290938,2090749,7291446,2090287,4.310,0.712,3.070,38.2,184,160.5730,35.2680,none,none,,,
7292445,2087275,7293242,2088959,7294039,2090927,7292977,2089190,7293599,2088751,4.027,0.795,3.202,24.9,185,160.6192,35.2420,none,none,,,
7283455,1996704,7283060,1998802,7282665,2000320,7283055,1998684,7283686,1998903,3.716,0.719,2.674,346.7,186,160.3949,33.7210,none,none,,,
7291092,1998310,7291451,1998624,7291810,1998938,7291188,1999004,7291614,1998257,1.001,0.879,0.880,51.1,187,160.5797,33.7180,none,none,,,
7297322,2365345,7297495,2366898,7297667,2368238,7296832,2366922,7297776,2366833,2.913,0.950,2.766,6.8,188,160.7128,39.9310,none,none,,,
7280381,1965982,7280072,1967683,7279763,1969105,7279740,1967541,7280517,1967801,3.196,0.887,2.836,347.8,189,160.3291,33.1960,none,none,,,
7270750,1974950,7271326,1975863,7271903,1976343,7270895,1976035,7271381,1975632,1.877,0.666,1.249,42.1,190,160.1365,33.3340,none,none,,,
7175590,2551171,7174852,2550412,7174115,2549553,7175113,2550128,7174800,2550667,2.145,0.617,1.323,221.0,191,158.0119,43.0270,none,none,,,
6553237,2029726,6553686,2031225,6554136,2032215,6553082,2031551,6554467,2030870,2.672,1.642,4.387,21.3,192,144.3319,34.2680,H1317_0000_DA4,100,"PSP_008753_2145, PSP_007171_2145",,
6231033,2287067,6229891,2287233,6228749,2287505,6229902,2287043,6229925,2287476,2.371,0.433,1.027,280.7,193,137.2010,38.5870,none,none,"ESP_013487_2190, ESP_020001_2190, PSP_002266_2190, PSP_002411_2190",PSP_002266_2190_PSP_002411_2190_RED_ANAGLYPH,
5455630,2377342,5456302,2377982,5456974,2378700,5456021,2378296,5456829,2377662,1.908,1.026,1.959,44.7,194,120.1642,40.1180,H2878_0000_DA4,250,PSP_010679_2205,,
5459476,2376169,5459456,2377567,5459435,2378676,5458945,2377585,5459998,2377544,2.508,1.052,2.639,359.1,195,120.2337,40.1110,H2878_0000_DA4,250,"PSP_010679_2205, ESP_028652_2210",,
5465819,2408064,5466351,2405367,5466882,2402101,5466882,2405474,5465429,2405302,6.055,1.451,8.784,170.0,196,120.3855,40.5800,H2878_0000_DA4,250,ESP_026542_2210,,
5474397,2403376,5472901,2401633,5471405,2399872,5473480,2401135,5472526,2402072,4.592,1.331,6.114,220.3,197,120.5298,40.5170,H2878_0000_DA4,250,,,
5284423,2305999,5283796,2307386,5283170,2308791,5283637,2307185,5284123,2307605,3.068,0.648,1.990,335.5,198,116.3651,38.9270,H1526_0000_DA4,75,"ESP_012446_2195, PSP_004192_2195, PSP_004469_2195, PSP_006961_2195, PSP_007884_2195","PSP_004192_2195_ESP_012446_2195_RED_ANAGLYPH, PSP_007884_2195_PSP_006961_2195_RED_ANAGLYPH",
5268857,2314564,5269518,2314558,5270179,2314956,5269602,2314754,5269734,2314351,1.395,0.425,0.592,73.7,199,116.0507,39.0480,H1526_0000_DA4,75,,,
5269148,2316663,5270517,2316633,5271886,2316532,5270301,2317303,5270310,2315999,2.777,1.304,3.622,92.7,200,116.0727,39.0830,H1526_0000_DA4,75,,,
3503195,1646218,3503195,1646947,3503195,1647884,3503018,1646942,3503449,1646930,1.666,0.498,0.830,0.0,201,77.1509,27.7850,H0988_0000_DA4,75,,,
3433245,2002216,3433622,1999513,3433999,1996544,3434708,1999466,3433200,1999525,5.731,1.638,9.385,171.8,202,75.6187,33.7330,none,none,,,
3442731,1970463,3441723,1969105,3440715,1967861,3442399,1968465,3441183,1969686,3.408,1.805,6.151,220.2,203,75.7971,33.2200,none,none,,,
3384011,1764347,3382249,1766267,3380487,1768632,3382394,1766042,3382594,1766534,5.856,0.542,3.171,317.1,204,74.4873,29.7980,H5306_0000_DA4,75,"ESP_025291_2100, ESP_027823_2100",ESP_027823_2100_ESP_025291_2100_RED_ANAGLYPH,
3396593,1763873,3396423,1766860,3396252,1769634,3395408,1766795,3396007,1766925,5.774,0.691,3.992,356.2,205,74.7995,29.8080,H5306_0000_DA4,75,,,
3336819,1693336,3334596,1695493,3332374,1697491,3334503,1695262,3334558,1695683,6.574,0.425,2.797,309.2,206,73.4379,28.6040,H5324_0000_DA4,75,,,
3344901,1686928,3344817,1688143,3344733,1689187,3344456,1688054,3344802,1688232,2.266,0.434,0.984,355.1,207,73.6630,28.4800,H5324_0000_DA4,75,,,
3350645,1687681,3350677,1689744,3350709,1691658,3350169,1689720,3350532,1689809,3.978,0.426,1.695,1.1,208,73.7920,28.5070,H5324_0000_DA4,75,,,
3352993,1683876,3354262,1684528,3355531,1685292,3354392,1684800,3354669,1684267,3.240,0.621,2.012,64.1,209,73.8710,28.4190,H5324_0000_DA4,75,,,
3358383,1678304,3358671,1680675,3358959,1682151,3358406,1680764,3359177,1680633,3.903,0.896,3.498,9.8,210,73.9681,28.3540,H5324_0000_DA4,75,,,
3346309,1688386,3346375,1689210,3346441,1689839,3346000,1689270,3346364,1689198,1.460,0.423,0.617,5.9,211,73.6973,28.4980,H5324_0000_DA4,75,,,
3342272,1798258,3343349,1802603,3344425,1807457,3343140,1802306,3343739,1802947,9.513,0.930,8.847,14.7,212,73.6306,30.4110,H5324_0000_DA4,75,,,
3340302,1802947,3342563,1804500,3344824,1807718,3342295,1804535,3342785,1804423,6.976,0.563,3.929,46.8,213,73.6133,30.4430,H5324_0000_DA4,75,,,
3330880,1812525,3331722,1814280,3332564,1815276,3331211,1814725,3332587,1813829,3.339,1.786,5.963,34.5,214,73.3746,30.6080,H5324_0000_DA4,75,,,
3324845,1814031,3323794,1817303,3322743,1819413,3323628,1816811,3324604,1817819,5.877,1.489,8.750,336.3,215,73.2000,30.6590,H5324_0000_DA4,75,,,
3331388,1838802,3331089,1840479,3330789,1842192,3330657,1840456,3331497,1840539,3.456,0.943,3.259,348.8,216,73.3606,31.0500,H5324_0000_DA4,75,,,
3326798,1854522,3328450,1856661,3330103,1858309,3328151,1856981,3328705,1856371,5.285,0.868,4.590,44.2,217,73.3025,31.3230,H5324_0000_DA4,75,,,
3324182,1860022,3325624,1861700,3327066,1862944,3325422,1862014,3325821,1861350,4.343,0.799,3.471,47.7,218,73.2403,31.4080,H5324_0000_DA4,75,,,
3301079,1775941,3300480,1779901,3299880,1783670,3300039,1780138,3300770,1779646,7.847,0.962,7.545,350.1,219,72.6865,30.0280,H5342_0000_DA4,75,,,
3304762,1778140,3303940,1780671,3303118,1782799,3303272,1780511,3304385,1780772,5.015,1.284,6.439,338.3,220,72.7627,30.0410,H5342_0000_DA4,75,,,
3308530,1782278,3307600,1780493,3306669,1778804,3308017,1780197,3306977,1780831,4.061,1.335,5.422,211.2,221,72.8433,30.0380,H5342_0000_DA4,75,,,
3305039,1786504,3303724,1786776,3302410,1787245,3303408,1786575,3303386,1787025,3.059,0.451,1.380,284.0,222,72.7580,30.1440,H5342_0000_DA4,75,,,
3305079,1789124,3303710,1788733,3302341,1788620,3303685,1788531,3303663,1788952,3.130,0.422,1.320,260.8,223,72.7577,30.1770,H5342_0000_DA4,75,,,
3304226,1798501,3303141,1800350,3302055,1802425,3302841,1800327,3303372,1800398,4.623,0.603,2.785,328.1,224,72.7451,30.3730,H5342_0000_DA4,75,,,
3311877,1801773,3310269,1803788,3308662,1805928,3309738,1803409,3310801,1804203,5.510,1.436,7.910,319.0,225,72.9021,30.4310,H5342_0000_DA4,75,,,
3313675,1800238,3314588,1800943,3315500,1801240,3314547,1801352,3314815,1800516,2.287,0.889,2.032,64.0,226,72.9972,30.3830,H5342_0000_DA4,75,,,
3315546,1795045,3314749,1801832,3313952,1806853,3315201,1801755,3315977,1801874,11.942,0.882,10.536,351.4,227,73.0008,30.3980,H5342_0000_DA4,75,,,
3296071,1866993,3296318,1864960,3296566,1863466,3296547,1864942,3296003,1864942,3.569,0.607,2.166,171.1,228,72.5949,31.4630,H5342_0000_DA4,75,,,
3301270,1866056,3299040,1865375,3296811,1863697,3298963,1865084,3298886,1865647,5.497,0.570,3.131,244.6,229,72.6548,31.4700,H5342_0000_DA4,75,,,
3292633,1885374,3295026,1886180,3297419,1890875,3296134,1886678,3296311,1885635,7.643,1.062,8.113,43.9,230,72.5664,31.8210,H5342_0000_DA4,75,,,
3299880,1882825,3298650,1886536,3297419,1890875,3297932,1886038,3298532,1887022,8.499,1.187,10.092,341.3,231,72.6462,31.8270,H5342_0000_DA4,75,,,
3305624,1880223,3306578,1883454,3307531,1887200,3306578,1883667,3307709,1883234,7.290,1.327,9.675,16.9,232,72.8208,31.7750,H5342_0000_DA4,75,,,
3299572,1907614,3298130,1906156,3296688,1904188,3298586,1905765,3297896,1906547,4.679,1.093,5.112,222.9,233,72.6348,32.1580,H5342_0000_DA4,75,,,
3283829,1957701,3284928,1959266,3286027,1960825,3284519,1959758,3285514,1958804,3.942,1.447,5.705,37.6,234,72.3440,33.0540,H1607_0009_DA4,175,,,
3334935,1915231,3333754,1912261,3332573,1910133,3334272,1911971,3333695,1912492,5.725,0.823,4.711,207.1,235,73.4193,32.2610,H5324_0000_DA4,75,,,
3323905,1908236,3326478,1907519,3329050,1906008,3326829,1908207,3326398,1906849,6.105,1.439,8.783,111.4,236,73.2591,32.1810,H5324_0000_DA4,75,,,
3320191,1954607,3320525,1947529,3320858,1943173,3320745,1947221,3318929,1947861,11.457,2.092,23.967,176.3,237,73.1280,32.8560,H1607_0009_DA4,175,,,
3241373,1922219,3241932,1923701,3242490,1925153,3241528,1923867,3242159,1923517,3.181,0.778,2.476,22.7,238,71.3971,32.4540,H5360_0000_DA4,75,,,
3246572,1914632,3247208,1915877,3247844,1917199,3247090,1915877,3247526,1915823,2.925,0.484,1.415,28.6,239,71.5133,32.3220,H5360_0000_DA4,75,,,
3220618,1953273,3220906,1955354,3221194,1956948,3220041,1955532,3221308,1955152,3.729,1.438,5.362,9.7,240,70.9341,32.9880,H5360_0000_DA4,75,,,
3224609,1975211,3225109,1978293,3225608,1981032,3224300,1978252,3225831,1978281,5.921,1.668,9.879,10.6,241,71.0266,33.3750,H5360_0000_DA4,75,,,
3236592,1974950,3236937,1976870,3237282,1978465,3236206,1977066,3236769,1976645,3.594,0.744,2.675,12.1,242,71.2871,33.3510,H5360_0000_DA4,75,,,
3231838,1993793,3232387,1992578,3232937,1991725,3233059,1992898,3232060,1992276,2.389,1.252,2.990,150.0,243,71.1869,33.6160,H5360_0000_DA4,75,,,
3222439,1994416,3224396,1993527,3226353,1993693,3224387,1994066,3224409,1993011,4.315,1.055,4.553,99.6,244,71.0109,33.6320,H5360_0000_DA4,75,,,
3218125,1700010,3216745,1701243,3215364,1703466,3215773,1701036,3216250,1701415,4.683,0.665,3.113,317.6,245,70.8424,28.7010,H5360_0000_DA4,75,,,
3196343,1817665,3195732,1819378,3195122,1821061,3195399,1819212,3195776,1819532,3.663,0.530,1.943,338.0,246,70.3797,30.6940,H5378_0000_DA4,100,ESP_020676_2110,,
3196475,1925515,3196541,1927791,3196607,1930292,3195235,1927803,3195876,1927773,4.779,0.705,3.371,1.7,247,70.3975,32.5230,H5378_0000_DA4,100,,,
3205275,1933013,3203225,1932592,3201175,1930322,3203127,1932320,3202950,1932812,5.251,0.529,2.778,239.2,248,70.5447,32.6040,H5378_0000_DA4,100,,,
3203213,1936629,3201118,1935615,3199022,1933363,3201088,1935384,3200711,1935852,5.647,0.625,3.530,234.7,249,70.4983,32.6550,H5378_0000_DA4,100,,,
3199358,1940221,3199724,1941128,3200089,1942130,3199535,1941234,3199889,1941033,2.070,0.438,0.907,22.8,250,70.4676,32.7480,H5378_0000_DA4,100,,,
3204457,1964707,3206564,1962763,3208671,1961003,3206542,1962971,3205942,1962591,5.912,0.757,4.476,128.8,251,70.6182,33.1130,H5378_0000_DA4,100,,,
3195167,1970783,3192895,1969876,3190622,1969657,3193106,1969479,3193060,1970291,5.089,0.814,4.140,257.2,252,70.3172,33.2330,H5378_0000_DA4,100,ESP_012751_2135,,
3204766,1969426,3206362,1971476,3207958,1973184,3206142,1971939,3206896,1971044,5.125,1.216,6.230,42.8,253,70.6138,33.2600,H5378_0000_DA4,100,,,
3189591,2071259,3188731,2072362,3187870,2073459,3188470,2072083,3188792,2072688,2.868,0.696,1.996,320.1,254,70.2255,34.9620,H1607_0009_DA4,175,,,
3187375,2070347,3186926,2070880,3186476,2071894,3186685,2070637,3187098,2071111,1.822,0.648,1.181,328.1,255,70.1857,34.9370,H1607_0009_DA4,175,,,
3190091,2072303,3188953,2072955,3187816,2074093,3188937,2072664,3189114,2073198,3.021,0.566,1.710,306.4,256,70.2304,34.9720,H1607_0009_DA4,175,,,
3179815,2071159,3178562,2072362,3177309,2073310,3178317,2071911,3178684,2072818,3.438,0.989,3.398,308.8,257,70.0015,34.9620,H1607_0009_DA4,175,,,
3190113,2083209,3190545,2084217,3190976,2085124,3190322,2084282,3190577,2084122,2.124,0.315,0.669,25.7,258,70.2654,35.1620,H1607_0009_DA4,175,,,
3163282,2090719,3163044,2092634,3162806,2094400,3162642,2092504,3163618,2092794,3.716,1.080,4.012,352.1,259,69.6598,35.3040,H1607_0009_DA4,175,,,
3175656,2034604,3173749,2033537,3171842,2030407,3172927,2033359,3172373,2033762,5.876,0.721,4.234,224.5,260,69.8955,34.3070,H1607_0009_DA4,175,,,
3164059,1985489,3163805,1989852,3163550,1993592,3162751,1989828,3163795,1989917,8.121,1.139,9.253,356.1,261,69.6765,33.5700,H5378_0000_DA4,100,,,
3161952,2091561,3160678,2092397,3159405,2093648,3160426,2091502,3161089,2093239,3.423,1.875,6.417,307.6,262,69.6077,35.3000,H1607_0009_DA4,175,,,
3137754,1889138,3137428,1890211,3137101,1891177,3137378,1890134,3137723,1890294,2.164,0.415,0.897,340.4,263,69.0956,31.8890,H1391_0000_DA4,100,,,
3132401,1979870,3133009,1976811,3133618,1973533,3133509,1976918,3132887,1976657,6.474,0.727,4.704,168.2,264,68.9983,33.3500,H1391_0000_DA4,100,,,
3121249,1981464,3120216,1982383,3119183,1983574,3120450,1981808,3120713,1982940,3.085,1.168,3.603,313.2,265,68.7166,33.4440,H1391_0000_DA4,100,,,
3123751,1993212,3124561,1994831,3125372,1996283,3123910,1995151,3125018,1994457,3.540,1.389,4.918,29.8,266,68.8123,33.6540,H1391_0000_DA4,100,,,
3121644,1993414,3122044,1997972,3122443,2001143,3121957,1998079,3123111,1997818,7.778,1.279,9.950,6.4,267,68.7568,33.7070,H1391_0000_DA4,100,,,
3128650,2008120,3127953,2008582,3127256,2009507,3127520,2008233,3127965,2008873,2.051,0.801,1.643,312.6,268,68.8870,33.8860,H1391_0000_DA4,100,,,
3112090,2015298,3112733,2016822,3113375,2018772,3112090,2017005,3113507,2016602,3.741,1.585,5.929,21.8,269,68.5518,34.0250,H1391_0000_DA4,100,,,
3129840,2029767,3129434,2027669,3129027,2026051,3130003,2027598,3129572,2027698,3.818,0.476,1.819,193.3,270,68.9196,34.2080,H1391_0000_DA4,100,,,
3131924,2027888,3131275,2026720,3130626,2025541,3131488,2026495,3131034,2026934,2.734,0.658,1.799,210.9,271,68.9601,34.1920,H1391_0000_DA4,100,,,
3106015,1946415,3105227,1948181,3104439,1949687,3104439,1947832,3106015,1948585,3.700,1.884,6.972,332.2,272,68.3865,32.8670,H1391_0000_DA4,100,"ESP_012883_2135_RED, ESP_013160_2135_RED","ESP_013160_2135_ESP_012883_2
135_RED_ANAGLYPH",
3102069,1992969,3101061,1995661,3100053,1998292,3100339,1995732,3101206,1995589,5.756,0.953,5.484,337.6,273,68.2947,33.6680,H1391_0000_DA4,100,,,
3082735,2013704,3084188,2011665,3085641,2010248,3084265,2011765,3083620,2011522,4.674,0.739,3.456,137.7,274,67.9231,33.9380,H1391_0000_DA4,100,,,
3097633,2038931,3095710,2038279,3093787,2036442,3095748,2037846,3095471,2038753,4.834,0.955,4.615,239.0,275,68.1769,34.3870,H1391_0000_DA4,100,,,
3093523,2056411,3093989,2054817,3094454,2053489,3094087,2054876,3093664,2054716,3.088,0.481,1.485,161.1,276,68.1390,34.6660,H1391_0000_DA4,100,,,
3086681,2060418,3086161,2065368,3085641,2070204,3084796,2065136,3086281,2065628,9.849,1.665,16.399,353.5,277,67.9666,34.8440,H1391_0000_DA4,100,,,
2994096,1958958,2992970,1961400,2991843,1963243,2992897,1961216,2993251,1961637,4.943,0.572,2.827,330.1,278,65.9142,33.0900,H1629_0000_DA4,150,,,
2992252,2000047,2990479,2000758,2988706,2003603,2990259,2000047,2990527,2001434,5.240,1.417,7.425,312.8,279,65.8594,33.7540,H1629_0000_DA4,150,,,
3012608,1997208,3011666,1999158,3010724,2000823,3011854,1999087,3012277,1999235,4.154,0.482,2.002,330.5,280,66.3260,33.7270,H1629_0000_DA4,150,,,
3054900,2032357,3054478,2033715,3054056,2035197,3054269,2033650,3054646,2033804,2.982,0.435,1.296,342.2,281,67.2688,34.3100,H1391_0000_DA4,100,,,
3058969,2033531,3059484,2035730,3059999,2037337,3058914,2035878,3060299,2035529,3.964,1.533,6.077,16.3,282,67.3791,34.3440,H1391_0000_DA4,100,,,
3046087,2038291,3043896,2039761,3041705,2041432,3043880,2039453,3044080,2040087,5.669,0.670,3.796,303.7,283,67.0358,34.4120,none,none,,,
2979738,2133545,2979722,2137564,2979706,2142223,2979370,2137552,2980006,2137552,8.677,0.671,5.821,359.8,284,65.6225,36.0620,H1629_0000_DA4,150,,,
2977354,2139793,2978324,2141358,2979293,2142994,2977608,2141950,2978753,2140723,3.798,1.721,6.535,32.6,285,65.5917,36.1260,H1629_0000_DA4,150,,,
2948798,1973314,2949624,1976041,2950450,1978613,2949329,1976284,2950582,1975792,5.597,1.453,8.130,18.8,286,64.9596,33.3370,H1629_0000_DA4,150,,,
2960481,1960955,2962138,1962882,2963796,1965342,2961525,1963012,2961966,1962793,5.689,0.529,3.010,39.5,287,65.2352,33.1150,H1629_0000_DA4,150,,,
2926725,2273351,2926094,2274252,2925463,2275899,2925572,2273712,2926303,2274767,2.857,1.293,3.696,333.1,288,64.4414,38.3680,H1629_0000_DA4,150,,,
2928446,2274133,2928024,2275022,2927602,2276160,2927792,2274886,2928201,2275176,2.204,0.509,1.122,336.9,289,64.4839,38.3810,H1629_0000_DA4,150,,,
2921240,1940695,2920963,1942787,2920686,1944530,2920672,1942580,2921826,1942942,3.883,1.316,5.111,351.0,290,64.3284,32.7760,H1629_0000_DA4,150,,,
2926294,1965602,2929597,1963534,2932901,1961335,2929418,1963883,2929200,1963231,8.389,0.694,5.823,120.5,291,64.5186,33.1260,H1629_0000_DA4,150,,,
2871828,1891005,2871967,1892523,2872105,1893927,2871596,1892534,2872064,1892463,2.938,0.523,1.537,6.0,292,63.2494,31.9280,H5173_0000_DA4,75,PSP_006251_2125,,
2870103,1893364,2870949,1893767,2871796,1894520,2870920,1893969,2871088,1893595,2.203,0.417,0.919,58.4,293,63.2270,31.9490,H5173_0000_DA4,75,PSP_006251_2125,,
2861530,2004818,2863376,2004018,2865221,2002258,2864345,2004528,2863414,2003503,4.753,1.439,6.839,122.6,294,63.0602,33.8090,H5173_0000_DA4,75,,,
2857584,1994659,2857125,1993230,2856667,1992057,2857675,1992851,2856521,1993562,2.786,1.441,4.016,201.0,295,62.9225,33.6270,H5173_0000_DA4,75,,,
2844261,2043110,2843639,2046044,2843017,2048231,2842972,2046091,2843903,2045949,5.293,1.011,5.352,345.4,296,62.6255,34.5180,H5173_0000_DA4,75,,,
